"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Supi","Svenja","Also ich find die Finger gut. Schreibt, malt.. alles top. Halt n Bleistift","Reviewed in Germany on 30 June 2023","4.7 out of 5 stars","Verified Purchase"
"2","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Très bien","Marguerite et Colibri","Avoir plusieurs crayons papier de différents grains est vraiment utile selon l'utilisation qu'on recherche. Ces crayons sont très bien.","Reviewed in France on 4 November 2022","5.0 out of 5 stars","Verified Purchase"
"3","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Caja de lapices completa","lorena","Una caja de lápices stadler","Reviewed in Spain on 24 October 2022","5.0 out of 5 stars","Verified Purchase"
"4","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Good value pencils for when you want a harder lead.","limner","This mixed pack of the reliable  Staedtler Noris pencils are good value. You get a 2B,B,HB,H and 2H in a blister pack. I use these pencils for tracing and transferring designs where you need a solid, hard lead. I feel Staedtler's grades are harder than other brands so look elsewhere for my soft sketching pencils, saving these for where I need a clean line. They sharpen and erase well, don't break easily and keep their point well. These are a good set for technical drawing and the occasions when you need a harder lead.","Reviewed in the United Kingdom on 21 January 2021","5.0 out of 5 stars","Verified Purchase"
"5","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Quality","doris","As described; perfect for crosswords, nice and clear, easy to sharpen and  soft enough to rub out. Quality!","Reviewed in the United Kingdom on 27 December 2023","5.0 out of 5 stars","Verified Purchase"
"6","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Buena relación calidad-precio","LEO","Es lo que yo quería. Un conjunto completo y de calidad por un buen precio.","Reviewed in Spain on 13 December 2023","5.0 out of 5 stars","Verified Purchase"
"7","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Una vez que te acostumbras a los lapiceros de esta marca no cambias","LEO","Sólo con el peso que tienen, se nota que tienen una calidad estupenda, son los lapiceros de todo la vida, la dureza de la mina permite hacer los deberes sin problema.","Reviewed in Spain on 5 November 2023","5.0 out of 5 stars","Verified Purchase"
"8","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Perfecto","chus","Pack con lápices de todos los grafitos necesarios para Plástica de 3º de la ESO.","Reviewed in Spain on 27 September 2022","5.0 out of 5 stars","Verified Purchase"
"9","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Perfekt","Cliente Amazon","Perfekt","Reviewed in Sweden on 10 June 2023","5.0 out of 5 stars","Verified Purchase"
"10","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Excellent pencils, as always.","Rachid","Sharpens well, writes brilliantly. Recieved proper cedar pencils, as opposed to the new ""upcycled wood"" version. Perfect item.","Reviewed in the United Kingdom on 4 February 2024","5.0 out of 5 stars","Verified Purchase"
"11","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Nice and soft!!!","Homeschool Mom","Perfect for young kids to write without needing to put too much pressure on the paper!","Reviewed in Canada on 17 September 2023","4.7 out of 5 stars","Verified Purchase"
"12","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Calidad precio","jennifer","Vienen muchos y su calidad inmejorable","Reviewed in Spain on 2 March 2023","5.0 out of 5 stars","Verified Purchase"
"13","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Super","ABELLO Michelle","Rien à redire","Reviewed in France on 13 March 2023","5.0 out of 5 stars","Verified Purchase"
"14","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","good","Amazon Customer","good quality","Reviewed in the Netherlands on 9 December 2020","5.0 out of 5 stars","Verified Purchase"
"15","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","5 matite 2HB più 1 gomma","BlueSky12","A inizio marzo, nella classe prima elementare di mio figlio, le maestre sono passate dalla matita “con scanalature” alla matita 2HB.Ne avevo una, ma è poi rimasta in classe nell’astuccio, per cui mi sono attivata subito a cercare su Amazon, per proseguire con i compiti a casa.Il prezzo è più che adeguato alla qualità dell’articolo (Staedler per me è “un nome: una garanzia”);si consideri inoltre la piacevole sorpresa di aver trovato inclusa (come da descrizione) una gomma da cancellare, ma “molto grande” (6,5cm x 2,5 vs -la classica gomma “da astuccio”- che misura 4cm x 2).Sono soddisfatta di questo mio acquisto per l’eccellente rapporto fra qualità, prezzo e quantità matite (più gomma da cancellare in omaggio!)","Reviewed in Italy on 14 April 2020","5.0 out of 5 stars","Verified Purchase"
"16","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Produto de primeira qualidade!!!","BlueSky12","Amei esse produto. Tudo de primeira qualidade, e a marca é top.","Reviewed in Brazil on 12 December 2023","5.0 out of 5 stars","Verified Purchase"
"17","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","My favorite pencils","elisangela","These are some of my all-time favorite pencils. They're perfect for drawing, which is what I use them for the most, so getting a good-sized pack of them is perfect!","Reviewed in the United States on 26 June 2023","5.0 out of 5 stars","Verified Purchase"
"18","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Parfait","Elizabeth H","Forme triangulaire idéaleJ’adore ses crayons pour les enfants et moi même","Reviewed in France on 24 January 2024","5.0 out of 5 stars","Verified Purchase"
"19","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","El clasico de siempre","Emmeline","Marca de toda la vida que te asegura calidad y durabilidad. No busques más, no tiene rival.","Reviewed in Spain on 21 October 2023","5.0 out of 5 stars","Verified Purchase"
"20","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Good set","Juanadoo","Purchased for child starting secondary, has all the basics. Good price.","Reviewed in the United Kingdom on 9 September 2023","5.0 out of 5 stars","Verified Purchase"
"21","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Good set","Amazon Customer","Purchased for child starting secondary, has all the basics. Good price.","Reviewed in the United Kingdom on 9 September 2023","4.7 out of 5 stars","Verified Purchase"
"22","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","der Klassiker","Peter Fischer-Haaser","Der Klassiker unter den Bleistiften eben. Ich mache trotz Laptops, Smartphone & Co. meine Notizen am lieben auf einem Zettel mit einem Bleistift :-).  daher der Klassiker, vmtl. seit 150 Jahren in gelb & schwarz.","Reviewed in Germany on 2 February 2024","5.0 out of 5 stars","Verified Purchase"
"23","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Lápices de muy buena calidad","Jonathan Gómez","Lápices de muy buena calidad. Se los han pedido a mi hijo de 5 años para sus clases y tienen muy buen agarre, punta con mucha duración y no se rompe fácilmente con la presión.","Reviewed in Spain on 11 September 2023","5.0 out of 5 stars","Verified Purchase"
"24","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Matite ottime.","Roberto S","Ottimo rapporto qualità/prezzo. Suggerite anche per professione.","Reviewed in Italy on 9 December 2023","5.0 out of 5 stars","Verified Purchase"
"25","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","De vrais bons crayons à papier: solides et durables","Jean-Marc","On trouve de tout en crayon à papier, à tous les prix. Ces crayons ne sont pas les moins chers que l'on puisse trouver, mais le prix est plus que largement compensé par leur qualité. Ces crayons sont solides, tant la partie bois que la parie graphite. Si ils tombent, la mine intérieure ne casse pas comme c'est le cas sur les crayons bas de gamme. Lors de la taille, le bois est proprement coupé par la lame du taille crayon, au lieu d'être déchiqueté comme c'est le cas aussi avec les produits bas de gamme. Le graphite utilisé est de qualité, permettant un taillage pointu ou plus rond. La qualité d'écriture est bien là: ça ne bave pas, on réalise des tracés précis.Idéal aussi bien pour les adultes que pour les enfants, qui ont tendance à les faire tomber fréquemment et à les tailler souvent !","Reviewed in France on 12 February 2016","5.0 out of 5 stars","Verified Purchase"
"26","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Molto soddisfatto","Aniello Pagnotta","Staedtler, sinonimo di garanzia. Se si aggiunge il prezzo assolutamente inferiore a quanto trovato altrove, la ricerca del materiale scolastico per il disegno non può che ricadere su questo marchio.","Reviewed in Italy on 13 December 2023","5.0 out of 5 stars","Verified Purchase"
"27","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Qualità e prezzo","Rosy","Ottime matite acquistate ad un buon prezzo","Reviewed in Italy on 10 October 2019","5.0 out of 5 stars","Verified Purchase"
"28","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Garanzia di qualità","Aniello Pagnotta","Non è la prima volta che acquisto per mia figlia questo set di disegno Staedtler e non posso dire altro che è come sempre una garanzia far cadere la propria scelta su questo marchio. A questo si aggiunge il prezzo assolutamente inferiore a quanto trovato altrove che, per i continui acquisti richiesti per il materiale scolastico, non è da sottovalutare.","Reviewed in Italy on 13 December 2023","4.0 out of 5 stars","Verified Purchase"
"29","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Love the quality 👌","Lise","Always love these pencils, don't get them here in Canada. Appreciate that the Booghe Store carries them and has quick reliable service","Reviewed in Canada on 14 March 2021","5.0 out of 5 stars","Verified Purchase"
"30","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Écriture fluide","levasseur","Top, mon fils qui est au CP écrit bien mieux avec ce genre de crayon qu'avec les standards achetés précédemment en commerce","Reviewed in France on 26 March 2021","5.0 out of 5 stars","Verified Purchase"
"31","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Produto de ótima qualidade","Fernando Luís Pinto","Gaitei muito da qualidade dos lápis, borracha e principalmente o apontador.","Reviewed in Brazil on 16 January 2022","4.7 out of 5 stars","Verified Purchase"
"32","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Très bien","kakou","Ma fille est ravie. conforme à ce qu'elle souhaitais","Reviewed in France on 11 May 2023","5.0 out of 5 stars","Verified Purchase"
"33","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","È una matita?","Frozenfrz67","Sempre una garanzia usata per disegno tecnico scuola","Reviewed in Italy on 17 December 2023","5.0 out of 5 stars","Verified Purchase"
"34","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Buen material y buena marca.","Hugo Bargiela González","Buenos lápices y buena relación calidad precio.","Reviewed in Spain on 20 September 2023","5.0 out of 5 stars","Verified Purchase"
"35","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Great value pack","CobWeb","✤ STAEDTLER® NORIS® HB PENCILS (120) (2 mm)✤ PACK of 10✤ STAEDTLER® ERASER & SHARPENER included‘Made in Germany’Currently at a bargain price via the Amazon ‘Add-On Programme’, this represents great value to me, especially for stocking up the stationery cupboard ahead of the busy spring-summer season.I also keep a pack in my bag...just in case, 'A N Other' forgets theirs!Measuring around 23.25 cm x 6.5 cm x 2 cm, the blister pack was bubble-wrapped and secure in a strong cardboard outer for safe transit.It contains 10 x full length, ready-to-use ‘HB’ pencils, 1 x quality, 
  
good-sized, 'Mars plastic' eraser







  
  
    , measuring around 6 cm x 2 cm x 1 cm, which is wrapped in the pack along with 1 x standard one-hole, reasonable quality plastic sharpener (BLUE in my pack).Allowing for the bright RED dipped end & nicely sharpened point, each YELLOW & BLACK stripy, hexagonal-barrelled pencil measures around 17.5 cm out of the pack.On one side of the barrel, in GOLD-coloured lettering:📝 'MADE IN GERMANY ~ STAEDTLER ~ Noris ~ HB 2'...on another is the individual bar-code detail.From the pack:📝 ‘Efficient for ecology ~ Wood from certified, sustainably managed forests’ooOoo📝 Manufacturer detail:✔ 'High quality pencil for writing, drawing and sketching✔ Ideal for school and office use✔ Unbelievably break-resistant through special lead formulation and super-bonded lead✔ 5 degrees available : 2B/B/HB/H/2H✔ Wood from certified, sustainably managed forests' [10 images refer]","Reviewed in the United Kingdom on 6 March 2018","5.0 out of 5 stars","Verified Purchase"
"36","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Ottimo prodotto","CobWeb","Buon prodotto buon rapporto qualità prezzo imballo perfetto","Reviewed in Italy on 27 October 2020","5.0 out of 5 stars","Verified Purchase"
"37","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Los lápices de toda la vida","BORRELLI FERDINANDO","🏭 Product Overview 🧱:Hoy quiero compartir mi experiencia con el lápiz Staedler Noris. Este paquete de 5 lápices de dureza variada es la herramienta perfecta para aquellos que amamos dibujar, tomar notas o simplemente disfrutar de la escritura a mano.✅ Nuestra Experiencia 🔧:Desde que adquirí este set de lápices, los he utilizado en diversas ocasiones y los resultados han sido sobresalientes. He probado su uso en diferentes tipos de papel y el rendimiento es excepcional. La suavidad con la que desliza el trazo es impresionante y permite un control absoluto sobre el grosor de las líneas. Además, el borrado es limpio y sin dejar rastros, lo que me ha permitido realizar correcciones sin problemas.📌 Destacados ⭐️:Una de las características destacadas de este lápiz es su durabilidad. A pesar de utilizarlos intensivamente, no se gastan fácilmente y conservan su forma afilada por mucho tiempo, lo cual es excelente para un dibujante como yo. También me ha sorprendido la ergonomía de estos lápices, ya que su diseño proporciona un agarre cómodo y facilita la escritura o el dibujo durante períodos prolongados de tiempo.🔰 Mejoras 🛠:En cuanto a mejoras, no he encontrado ninguna deficiencia significativa en estos lápices. Han cumplido con todas mis expectativas y no he tenido problemas con el producto hasta el momento.💰 Relación Precio/Calidad 💰:Al evaluar la relación precio/calidad de los lápices Staedler Noris, considero que ofrecen una excelente relación. Si bien su precio es ligeramente superior a otros lápices en el mercado, la calidad y durabilidad que brindan compensan completamente ese aspecto. Además, al ser un paquete de 5 lápices, su precio se vuelve aún más atractivo, ya que obtienes una variedad de durezas en un solo paquete.⭐️ Calificación General ⭐️:En resumen, mi experiencia con los lápices Staedler Noris ha sido sumamente positiva. Su calidad, durabilidad y desempeño han superado mis expectativas. No dudo en recomendarlos a cualquier persona que busque una herramienta de escritura o dibujo confiable y de alta calidad. Por todo lo anterior, califico este producto con 5 estrellas y definitivamente continúa siendo mi elección favorita para todas mis necesidades artísticas y de escritura. ¡Una excelente adquisición para cualquier amante del arte y la escritura a mano! 🌟🌟🌟🌟🌟","Reviewed in Spain on 13 October 2023","5.0 out of 5 stars","Verified Purchase"
"38","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","wie erwartet gut","Lago","Schnelle Lieferung, Alles wie erwartet","Reviewed in Germany on 26 May 2019","5.0 out of 5 stars","Verified Purchase"
"39","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Perfect","Anne","Child uses for drawing, easy to store, fair price, good quality","Reviewed in the United Kingdom on 3 January 2024","5.0 out of 5 stars","Verified Purchase"
"40","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","STAEDTLER Bleistift Noris 120","lisa","Staedtler Qualität . Preisleistung stimmt","Reviewed in Germany on 21 December 2023","5.0 out of 5 stars","Verified Purchase"
"41","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Lápices de los de siempre.","Mohamed Faridi Mohamed","Compre estos lápices para mi hijo, para el cole lápices como los que use yo en mi infancia, siguen siendo los mismos con la misma calidad y resistentes y a un buen precio.","Reviewed in Spain on 13 December 2023","4.7 out of 5 stars","Verified Purchase"
"42","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Ottimi lapis","Davide","Ottimi lapis HB con gomma.La mina è della giusta durezza, non si sbriciola e non si scheggia, si appuntano benissimo, la qualità è garantita!Formato conveniente, 10 lapis ad un prezzo ottimo","Reviewed in Italy on 13 September 2023","5.0 out of 5 stars","Verified Purchase"
"43","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Matite","Daniele","Comprate perché richieste a scuola media dalla prof di arte. Prezzo molto conveniente e spedizione veloce","Reviewed in Italy on 4 December 2022","5.0 out of 5 stars","Verified Purchase"
"44","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Ottima scorta","Leonardo","Ho deciso di acquistare questa confezione di matite perché i miei bambini ne consumano tante alle elementari e volevo avere una scorta in casa. Devo dire che sono molto soddisfatto della qualità delle matite. Sono ben fatte, hanno una mina morbida ma resistente e scrivono in modo fluido senza spezzarsi facilmente. Inoltre, il prezzo è davvero conveniente per la quantità che si riceve.Sono perfette per l'uso scolastico e non solo.","Reviewed in Italy on 8 January 2023","5.0 out of 5 stars","Verified Purchase"
"45","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Perfect","RogStrog","Just perfect.","Reviewed in the United Kingdom on 28 November 2023","5.0 out of 5 stars","Verified Purchase"
"46","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Son los lápices que nos recomienda la maestra de mi hija","Yo","La verdad es que no se les rompe la punta , no emborronan la hoja ni ensucia los deberes y aprenden a escribir muy bien con ellos","Reviewed in Spain on 17 July 2023","5.0 out of 5 stars","Verified Purchase"
"47","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Bleistifte","jwang","Das Set (Bleistifte, Spitzer Radiergummi) ist optimal.","Reviewed in Germany on 12 January 2022","5.0 out of 5 stars","Verified Purchase"
"48","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Le matite","lauretanov","Queste sono le matite, qualità classica e prodotto ineccepibile","Reviewed in Italy on 17 March 2023","4.0 out of 5 stars","Verified Purchase"
"49","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Ottimo articolo","Ri","Tutto come doveva essere Prodotto corrispondente alla descrizione e arrivato nei tempi previsti. Articolo di ottima qualità che fa quel che deve. La marca è una garanzia","Reviewed in Italy on 18 August 2018","5.0 out of 5 stars","Verified Purchase"
"50","STAEDTLER 121-2 BK5D Noris School Graphite Pencils - HB Degree (Pack of 5), Black","Buena calidad","juan","Producto  excelente","Reviewed in Spain on 9 December 2023","5.0 out of 5 stars","Verified Purchase"
"51","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","ORIGINALES A BUEN PRECIO.","Pablo","Es un producto que compró habitualmente y puedo asegurar que viene en la misma caja de 12 ñ que vienen los originales.Después de darle mucho uso las minas no se han roto a sacar punta ni una sola vez. Un gran producto a muy buen precio y con la comodidad de pedirlo en Amazon.","Reviewed in Spain on 6 February 2019","4.6 out of 5 stars","Verified Purchase"
"52","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Mine qui ne casse pas","Lucie fernandes","La maîtresse de ma fille ma conseiller d'acheter cette marque et depuis la mine ne casse plus .cest la 2 ème année que j'achète cette marque, rapport qualité prix, rien à dire , jai pu fournir toute sa classe.Je recommande ce produit.","Reviewed in France on 2 November 2019","5.0 out of 5 stars","Verified Purchase"
"53","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Ein Klassiker zum super Preis","Win","Auch wenn auf dem Stift Noris ""school pencil"" steht, ist es ein Noris 120. Jedoch zu einem sehr günstigen Preis von 26 Cent pro Stück. Die Härte von HB eignet sich sehr gut zum Schreiben.Den Noris gibts mittlerweile seit über 60 Jahren und es ist ein erstklassiger Bleistift. Sauber gearbeitet, farbige Endkappe, über die man die Härte direkt erkennen kann, recht mittig sitzende stabile Mine und - man glaubt es kaum - noch Made in Germany.","Reviewed in Germany on 28 April 2017","5.0 out of 5 stars","Verified Purchase"
"54","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Pencils - lots of them...","Professional Procrastinator","Not a lot you can say about this - the good quality of Staedtler as you would expect and plenty of them.  Much better than many cheaper alternatives.","Reviewed in the United Kingdom on 13 November 2023","5.0 out of 5 stars","Verified Purchase"
"55","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","prodotto di ottima qualità","Chiara.R.","Queste matite le conoscevo già perchè le ho sempre comprate ai miei ragazzi che frequentano la scuol elementare.La mina è molto solida e quando viene rifatta la punta non si rompe.Impugnatura piacevo e non scivolosa.","Reviewed in Italy on 21 October 2020","5.0 out of 5 stars","Verified Purchase"
"56","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Good Quality and Worth your Money","Maynaga E.","These pencils are legitimate Staedtler pencils and are sturdy. They all come sharpened and are ready to use.","Reviewed in the United Kingdom on 27 June 2023","5.0 out of 5 stars","Verified Purchase"
"57","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Scorta per scuola","Trix","Ottimo acquisto e avendo tre figli in età scolare ho fatto scorta. Unica accortezza trasferirle in una scatola che le protegga dagli urti. Ottimo rapporto qualità prezzo","Reviewed in Italy on 20 November 2022","5.0 out of 5 stars","Verified Purchase"
"58","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Résistant à un enfant :)","Aurélie","J'ai acheté un stock de crayon de papier suite la surconsommation de ces derniers pas mon fils actuellement en CP (perte, machouillage excessif....) et la maîtresse demande un stock constant dans la trousse...ainsi, pas de rupture dans la chaîne :). Pour l'instant, ils conviennent parfaitement à ce qu'on attend d'eux.","Reviewed in France on 18 October 2019","5.0 out of 5 stars","Verified Purchase"
"59","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Einwandfreie Ware","zumheulen","Was hat mich das immer aufgeregt.... Im Büro, in der Werkstatt, auf dem Bau... immer mal wieder verliert man ein Bleistift und oder die Billigen der Discounter wo die Mienen beim spitzen brechen oder von Haus aus defekt sind.Hier erhält man bis jetzt was ich sagen kann... Qualität zu einem guten Preis auch wenn ich hier erst einmal Platz für 50 Stifte schaffen muss :-)Aber auch schön zu sehen was diese Händler an Aufschlag haben, unglaublich!","Reviewed in Germany on 13 September 2018","5.0 out of 5 stars","Verified Purchase"
"60","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Gran pack familiar","JB","Ideal para familias con hijos en edad escolar, siempre me ha gustado esta marca, son los mejores, escriben y se borran bien y al sacarles punta la mina no se parte como en otros lápices, además es un pack de 50 que nos van a durar un par de cursos y a un precio muy bueno.","Reviewed in Spain on 8 November 2018","5.0 out of 5 stars","Verified Purchase"
"61","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","pour tous","T'as de l'or dans les doigts","Bons crayons de qualité. prix très abordable pour des Staedtler. Achat rentabilisé sur du long terme. Pour les écoliers c'est très bien.","Reviewed in France on 30 November 2017","4.6 out of 5 stars","Verified Purchase"
"62","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Stabil!","Bahlo","Hch habe mir die Bleistifte hauptsächlich für die Werkstatt gekauft, und hoffte dabei darauf, dass ein Markenname auch für mehr Qualität sorgt. ich wurde nicht enttäuscht! Meine bisherigen Bleistifte hatten die ""nette"" Angewohnheit, dass wenn sie einmal zu Boden gefallen waren, die Mine innerhalb des Bleistiftes mehrfach gebrochen war. Also war der Stift immer nur wenige Millimeter anspitzbar, bis dann die Mine wieder eine Bruchstelle frei gab. Nicht diese Stifte! Auch nach x-maligen Herunterfallen (in der Werkstatt leider ein normales Geschehen) brach die Mine noch bei keinem der Stifte! Die Dinger scheinen unzerstörbar! Abgesehen davon liegen sie gut in der Hand, und durch die auffällige Farbgebung finde ich sie auch im Werkstattchaos relativ einfach. Aber auch beim normalen Schreibgebrauch sind diese Stifte wirklich toll. Der Abrieb der Mine ist relativ gering, so dass man nicht alle paar Sätze lang wieder nachspitzen muss. Nur eine Kleinigkeit, aber auch erwähnenswert: die Stifte kamen wunderbar gespitzt an. Also: klasse Bleistifte!","Reviewed in Germany on 25 March 2018","5.0 out of 5 stars","Verified Purchase"
"63","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Calidad y precio muy bien","Jillian","Son los lápices de buena calidad, y por la cantidad que viene el precio está muy bien. Aunque no se han roto ninguno, creo que en el empaque que viene tendrían que hacerlo más resistente porque, los lápices son delicados.","Reviewed in Spain on 15 December 2018","5.0 out of 5 stars","Verified Purchase"
"64","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Matite ottime ed originali","Roberta Destino","Matite ottime ed ORIGINALI (conferamato da Steadtler - italia). Forse solo il pacco di spedizione era un poco scadente ma le matute erano tutte intatte. E poi ad un prezzo del genere io ne comprerei a vagonate, dato che nei negozi una sola matita costa da €1,00 a €1,50.","Reviewed in Italy on 30 May 2018","4.0 out of 5 stars","Verified Purchase"
"65","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Great value","Chris barr","Perfect","Reviewed in the United Kingdom on 8 September 2023","5.0 out of 5 stars","Verified Purchase"
"66","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","So many pencils","Sammyjeev","Lots and lots of pencils. Very sturdy and will last pretty much forever.","Reviewed in the United Kingdom on 10 November 2023","5.0 out of 5 stars","Verified Purchase"
"67","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Estupendo","pili","Lápices de toda la vida, llegaron en su tiempo en una bolsa y dentro d una caja d Amazon con todas las puntas vivas,se borran bien y cuando les sacas punta queda afilada y no se rompe. Lápices para todo el curso de mis hijos y bastante económico.Volveré a comprar.","Reviewed in Spain on 6 October 2018","5.0 out of 5 stars","Verified Purchase"
"68","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","De bons crayons à papier","Domi","Je préfère de loin cette marque de crayons à papier. Écriture visible, se gomme bien.Petit bémol, le bout du crayon, la partie rouge, marque sur le papier donc il faut faire attention (les enfants le passent régulièrement sur les feuilles et c'est plus compliqué à gommer.","Reviewed in France on 30 April 2020","5.0 out of 5 stars","Verified Purchase"
"69","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Preis/Leistung passt","Amazon Kunde","Kann noch nicht viel sagen, hab sie gestern erst bekommen","Reviewed in Germany on 20 September 2019","4.0 out of 5 stars","Verified Purchase"
"70","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Ottimo rapporto qualità prezzo. Ottima qualità.Originali matite staedtler","Giovanni","Ottimo rapporto qualità prezzo e ottima qualità delle matite se si vuole una matita HB.Unica pecca per sottolineare alcuni libri e tipi di carta sono preferibili le 2B.","Reviewed in Italy on 30 May 2021","4.0 out of 5 stars","Verified Purchase"
"71","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Top","Client d'Amazon","Très bonne qualité","Reviewed in France on 29 June 2020","4.6 out of 5 stars","Verified Purchase"
